#,Date-,Ch:1 - Temp   (°C),Ch:2 - Millivolts   (mv),pH,Button Down,Button Up,Host Connected,End of File
4960,10/13/2023 5:15,19.56,4.94,6.74,,,,
4961,10/13/2023 5:30,19.53,4.86,6.74,,,,
4962,10/13/2023 5:45,19.51,4.84,6.74,,,,
4963,10/13/2023 6:00,19.46,4.83,6.74,,,,
4964,10/13/2023 6:15,19.44,4.8,6.75,,,,
4965,10/13/2023 6:30,19.39,4.8,6.75,,,,
4966,10/13/2023 6:45,19.37,4.73,6.75,,,,
4967,10/13/2023 7:00,19.34,4.64,6.75,,,,
4968,10/13/2023 7:15,19.29,4.84,6.74,,,,
4969,10/13/2023 7:30,19.27,4.8,6.75,,,,
4970,10/13/2023 7:45,19.22,4.55,6.75,,,,
4971,10/13/2023 8:00,19.2,4.89,6.74,,,,
4972,10/13/2023 8:15,19.15,4.95,6.74,,,,
4973,10/13/2023 8:30,19.1,5.02,6.74,,,,
4974,10/13/2023 8:45,19.08,4.98,6.74,,,,
4975,10/13/2023 9:00,19.08,4.98,6.74,,,,
4976,10/13/2023 9:15,19.06,5,6.74,,,,
4977,10/13/2023 9:30,19.03,5.02,6.74,,,,
4978,10/13/2023 9:45,19.03,4.84,6.74,,,,
4979,10/13/2023 10:00,19.03,4.55,6.75,,,,
4980,10/13/2023 10:15,19.01,4.44,6.75,,,,
4981,10/13/2023 10:30,19.01,4.63,6.75,,,,
4982,10/13/2023 10:45,18.98,4.61,6.75,,,,
4983,10/13/2023 11:00,18.98,4.63,6.75,,,,
4984,10/13/2023 11:15,19.01,4.69,6.75,,,,
4985,10/13/2023 11:30,19.03,4.83,6.74,,,,
4986,10/13/2023 11:45,19.06,4.98,6.74,,,,
4987,10/13/2023 12:00,19.1,5.27,6.74,,,,
4988,10/13/2023 12:15,19.15,5.31,6.74,,,,
4989,10/13/2023 12:30,19.2,5.66,6.73,,,,
4990,10/13/2023 12:45,19.27,5.59,6.73,,,,
4991,10/13/2023 13:00,19.32,5.58,6.73,,,,
4992,10/13/2023 13:15,19.39,5.64,6.73,,,,
4993,10/13/2023 13:30,19.46,5.66,6.73,,,,
4994,10/13/2023 13:45,19.53,6.03,6.72,,,,
4995,10/13/2023 14:00,19.6,5.94,6.73,,,,
4996,10/13/2023 14:15,19.7,5.94,6.73,,,,
4997,10/13/2023 14:30,19.79,6.27,6.72,,,,
4998,10/13/2023 14:45,19.89,6.38,6.72,,,,
4999,10/13/2023 15:00,19.98,6.41,6.72,,,,
5000,10/13/2023 15:15,20.03,6.92,6.71,,,,
5001,10/13/2023 15:30,20.1,6.95,6.71,,,,
5002,10/13/2023 15:45,20.15,6.91,6.71,,,,
5003,10/13/2023 16:00,20.22,7.05,6.71,,,,
5004,10/13/2023 16:15,20.27,7.23,6.7,,,,
5005,10/13/2023 16:30,20.29,7.53,6.7,,,,
5006,10/13/2023 16:45,20.34,7.17,6.7,,,,
5007,10/13/2023 17:00,20.36,7.45,6.7,,,,
5008,10/13/2023 17:15,20.39,7.45,6.7,,,,
5009,10/13/2023 17:30,20.41,7.36,6.7,,,,
5010,10/13/2023 17:45,20.44,7.14,6.7,,,,
5011,10/13/2023 18:00,20.44,7.11,6.71,,,,
5012,10/13/2023 18:15,20.46,7.09,6.71,,,,
5013,10/13/2023 18:30,20.46,6.94,6.71,,,,
5014,10/13/2023 18:45,20.46,6.75,6.71,,,,
5015,10/13/2023 19:00,20.46,6.81,6.71,,,,
5016,10/13/2023 19:15,20.46,6.77,6.71,,,,
5017,10/13/2023 19:30,20.46,6.64,6.71,,,,
5018,10/13/2023 19:45,20.44,6.7,6.71,,,,
5019,10/13/2023 20:00,20.44,6.13,6.72,,,,
5020,10/13/2023 20:15,20.41,5.98,6.73,,,,
5021,10/13/2023 20:30,20.39,5.83,6.73,,,,
5022,10/13/2023 20:45,20.36,5.73,6.73,,,,
5023,10/13/2023 21:00,20.34,6.45,6.72,,,,
5024,10/13/2023 21:15,20.29,5.88,6.73,,,,
5025,10/13/2023 21:30,20.27,5.91,6.73,,,,
5026,10/13/2023 21:45,20.25,6.09,6.72,,,,
5027,10/13/2023 22:00,20.25,6.11,6.72,,,,
5028,10/13/2023 22:15,20.22,6.41,6.72,,,,
5029,10/13/2023 22:30,20.2,6.42,6.72,,,,
5030,10/13/2023 22:45,20.2,6.39,6.72,,,,
5031,10/13/2023 23:00,20.17,6.33,6.72,,,,
5032,10/13/2023 23:15,20.17,6,6.72,,,,
5033,10/13/2023 23:30,20.15,6.06,6.72,,,,
5034,10/13/2023 23:45,20.13,6.41,6.72,,,,
5035,10/14/2023 0:00,20.13,6.17,6.72,,,,
5036,10/14/2023 0:15,20.1,6.27,6.72,,,,
5037,10/14/2023 0:30,20.08,6.3,6.72,,,,
5038,10/14/2023 0:45,20.06,6.27,6.72,,,,
5039,10/14/2023 1:00,20.06,6.14,6.72,,,,
5040,10/14/2023 1:15,20.03,6.16,6.72,,,,
5041,10/14/2023 1:30,20.03,6.17,6.72,,,,
5042,10/14/2023 1:45,20.03,6.16,6.72,,,,
5043,10/14/2023 2:00,20.01,6.22,6.72,,,,
5044,10/14/2023 2:15,20.01,6.28,6.72,,,,
5045,10/14/2023 2:30,19.98,6.11,6.72,,,,
5046,10/14/2023 2:45,19.98,5.95,6.73,,,,
5047,10/14/2023 3:00,19.96,5.55,6.73,,,,
5048,10/14/2023 3:15,19.96,5.34,6.74,,,,
5049,10/14/2023 3:30,19.94,5.63,6.73,,,,
5050,10/14/2023 3:45,19.94,5.67,6.73,,,,
5051,10/14/2023 4:00,19.91,5.53,6.73,,,,
5052,10/14/2023 4:15,19.89,5.41,6.73,,,,
5053,10/14/2023 4:30,19.89,5.36,6.74,,,,
5054,10/14/2023 4:45,19.86,5.28,6.74,,,,
5055,10/14/2023 5:00,19.86,5.28,6.74,,,,
5056,10/14/2023 5:15,19.84,5.28,6.74,,,,
5057,10/14/2023 5:30,19.84,5.25,6.74,,,,
5058,10/14/2023 5:45,19.82,5.88,6.73,,,,
5059,10/14/2023 6:00,19.82,6.08,6.72,,,,
5060,10/14/2023 6:15,19.79,6.14,6.72,,,,
5061,10/14/2023 6:30,19.79,6.23,6.72,,,,
5062,10/14/2023 6:45,19.77,6.14,6.72,,,,
5063,10/14/2023 7:00,19.75,5.95,6.73,,,,
5064,10/14/2023 7:15,19.75,5.92,6.73,,,,
5065,10/14/2023 7:30,19.72,5.81,6.73,,,,
5066,10/14/2023 7:45,19.72,5.86,6.73,,,,
5067,10/14/2023 8:00,19.7,5.59,6.73,,,,
5068,10/14/2023 8:15,19.7,5.5,6.73,,,,
5069,10/14/2023 8:30,19.7,5.81,6.73,,,,
5070,10/14/2023 8:45,19.67,5.72,6.73,,,,
5071,10/14/2023 9:00,19.67,5.61,6.73,,,,
5072,10/14/2023 9:15,19.67,5.33,6.74,,,,
5073,10/14/2023 9:30,19.65,5.22,6.74,,,,
5074,10/14/2023 9:45,19.65,5.28,6.74,,,,
5075,10/14/2023 10:00,19.65,5.27,6.74,,,,
5076,10/14/2023 10:15,19.67,5.25,6.74,,,,
5077,10/14/2023 10:30,19.67,5.34,6.74,,,,
5078,10/14/2023 10:45,19.7,5.91,6.73,,,,
5079,10/14/2023 11:00,19.72,5.89,6.73,,,,
5080,10/14/2023 11:15,19.77,6.14,6.72,,,,
5081,10/14/2023 11:30,19.82,6.02,6.72,,,,
5082,10/14/2023 11:45,19.86,6.02,6.72,,,,
5083,10/14/2023 12:00,19.91,5.94,6.73,,,,
5084,10/14/2023 12:15,19.96,5.73,6.73,,,,
5085,10/14/2023 12:30,19.98,5.61,6.73,,,,
5086,10/14/2023 12:45,20.01,5.33,6.74,,,,
5087,10/14/2023 13:00,20.06,5.33,6.74,,,,
5088,10/14/2023 13:15,20.08,5.23,6.74,,,,
5089,10/14/2023 13:30,20.1,5.17,6.74,,,,
5090,10/14/2023 13:45,20.15,5.16,6.74,,,,
5091,10/14/2023 14:00,20.17,5.47,6.73,,,,
5092,10/14/2023 14:15,20.22,5.72,6.73,,,,
5093,10/14/2023 14:30,20.32,5.72,6.73,,,,
5094,10/14/2023 14:45,20.44,5.91,6.73,,,,
5095,10/14/2023 15:00,20.56,6.27,6.72,,,,
5096,10/14/2023 15:15,20.7,6.06,6.72,,,,
5097,10/14/2023 15:30,20.84,5.75,6.73,,,,
5098,10/14/2023 15:45,20.98,5.5,6.73,,,,
5099,10/14/2023 16:00,21.08,5.31,6.74,,,,
5100,10/14/2023 16:15,21.17,5.3,6.74,,,,
5101,10/14/2023 16:30,21.25,5.13,6.74,,,,
5102,10/14/2023 16:45,21.27,4.98,6.74,,,,
5103,10/14/2023 17:00,21.29,4.33,6.76,,,,
5104,10/14/2023 17:15,21.7,4.14,6.76,,,,
5105,10/14/2023 17:30,22.06,4.2,6.76,,,,
5106,10/14/2023 17:45,22.3,4.33,6.76,,,,
5107,10/14/2023 18:00,22.49,4.41,6.75,,,,
5108,10/14/2023 18:15,22.61,4.25,6.76,,,,
5109,10/14/2023 18:30,22.68,4.44,6.75,,,,
5110,10/14/2023 18:45,22.75,4.31,6.76,,,,
5111,10/14/2023 19:00,22.78,4.14,6.76,,,,
5112,10/14/2023 19:15,22.8,3.98,6.76,,,,
5113,10/14/2023 19:30,22.8,3.98,6.76,,,,
5114,10/14/2023 19:45,22.8,3.88,6.76,,,,
5115,10/14/2023 20:00,22.8,3.83,6.77,,,,
5116,10/14/2023 20:15,22.78,3.67,6.77,,,,
5117,10/14/2023 20:30,22.75,3.61,6.77,,,,
5118,10/14/2023 20:45,22.73,3.52,6.77,,,,
5119,10/14/2023 21:00,22.7,3.48,6.77,,,,
5120,10/14/2023 21:15,22.66,3.47,6.77,,,,
5121,10/14/2023 21:30,22.63,3.41,6.77,,,,
5122,10/14/2023 21:45,22.61,3.38,6.77,,,,
5123,10/14/2023 22:00,22.58,7.36,6.7,,,,
5124,10/14/2023 22:15,22.54,7.45,6.7,,,,
5125,10/14/2023 22:30,22.51,6.86,6.71,,,,
5126,10/14/2023 22:45,22.47,6.5,6.72,,,,
5127,10/14/2023 23:00,22.44,6.38,6.72,,,,
5128,10/14/2023 23:15,22.39,6.28,6.72,,,,
5129,10/14/2023 23:30,22.37,6.25,6.72,,,,
5130,10/14/2023 23:45,22.32,6.23,6.72,,,,
5131,10/15/2023 0:00,22.3,6.2,6.72,,,,
5132,10/15/2023 0:15,22.25,6.2,6.72,,,,
5133,10/15/2023 0:30,22.2,6.2,6.72,,,,
5134,10/15/2023 0:45,22.18,6.2,6.72,,,,
5135,10/15/2023 1:00,22.13,6.22,6.72,,,,
5136,10/15/2023 1:15,22.11,6.19,6.72,,,,
5137,10/15/2023 1:30,22.06,6.17,6.72,,,,
5138,10/15/2023 1:45,22.03,6.3,6.72,,,,
5139,10/15/2023 2:00,21.99,6.22,6.72,,,,
5140,10/15/2023 2:15,21.96,7.77,6.7,,,,
5141,10/15/2023 2:30,21.91,7.3,6.7,,,,
5142,10/15/2023 2:45,21.87,6.88,6.71,,,,
5143,10/15/2023 3:00,21.84,6.59,6.72,,,,
5144,10/15/2023 3:15,21.8,6.44,6.72,,,,
5145,10/15/2023 3:30,21.75,5.47,6.74,,,,
5146,10/15/2023 3:45,21.72,5.19,6.74,,,,
5147,10/15/2023 4:00,21.68,7.36,6.7,,,,
5148,10/15/2023 4:15,21.65,5.91,6.73,,,,
5149,10/15/2023 4:30,21.6,8.2,6.69,,,,
5150,10/15/2023 4:45,21.56,7.61,6.7,,,,
5151,10/15/2023 5:00,21.51,7.19,6.7,,,,
5152,10/15/2023 5:15,21.49,7.22,6.7,,,,
5153,10/15/2023 5:30,21.44,5.8,6.73,,,,
5154,10/15/2023 5:45,21.39,3.48,6.77,,,,
5155,10/15/2023 6:00,21.34,7.02,6.71,,,,
5156,10/15/2023 6:15,21.29,9.53,6.66,,,,
5157,10/15/2023 6:30,21.25,5.5,6.73,,,,
5158,10/15/2023 6:45,21.2,8.23,6.69,,,,
5159,10/15/2023 7:00,21.15,6.91,6.71,,,,
5160,10/15/2023 7:15,21.08,6.75,6.71,,,,
5161,10/15/2023 7:30,21.03,6.27,6.72,,,,
5162,10/15/2023 7:45,20.98,4.58,6.75,,,,
5163,10/15/2023 8:00,20.94,4.47,6.75,,,,
5164,10/15/2023 8:15,20.86,6.7,6.71,,,,
5165,10/15/2023 8:30,20.84,5.22,6.74,,,,
5166,10/15/2023 8:45,20.79,5.53,6.73,,,,
5167,10/15/2023 9:00,20.75,4.8,6.75,,,,
5168,10/15/2023 9:15,20.7,5.34,6.74,,,,
5169,10/15/2023 9:30,20.67,4.92,6.74,,,,
5170,10/15/2023 9:45,20.65,4.84,6.75,,,,
5171,10/15/2023 10:00,20.63,5.56,6.73,,,,
5172,10/15/2023 10:15,20.63,6.53,6.72,,,,
5173,10/15/2023 10:30,20.6,5.97,6.73,,,,
5174,10/15/2023 10:45,20.58,5.8,6.73,,,,
5175,10/15/2023 11:00,20.58,5.47,6.73,,,,
5176,10/15/2023 11:15,20.56,5.69,6.73,,,,
5177,10/15/2023 11:30,20.56,6.14,6.72,,,,
5178,10/15/2023 11:45,20.53,5.94,6.73,,,,
5179,10/15/2023 12:00,20.56,5.77,6.73,,,,
5180,10/15/2023 12:15,20.58,5.67,6.73,,,,
5181,10/15/2023 12:30,20.58,6.27,6.72,,,,
5182,10/15/2023 12:45,20.6,5.13,6.74,,,,
5183,10/15/2023 13:00,20.6,6.14,6.72,,,,
5184,10/15/2023 13:15,20.6,5.69,6.73,,,,
5185,10/15/2023 13:30,20.6,4.8,6.75,,,,
5186,10/15/2023 13:45,20.6,4.31,6.75,,,,
5187,10/15/2023 14:00,20.6,5.17,6.74,,,,
5188,10/15/2023 14:15,20.63,4.75,6.75,,,,
5189,10/15/2023 14:30,20.63,4.27,6.76,,,,
5190,10/15/2023 14:45,20.65,4.31,6.75,,,,
5191,10/15/2023 15:00,20.65,4.77,6.75,,,,
5192,10/15/2023 15:15,20.65,5.05,6.74,,,,
5193,10/15/2023 15:30,20.63,5.14,6.74,,,,
5194,10/15/2023 15:45,20.63,4.59,6.75,,,,
5195,10/15/2023 16:00,20.63,5.39,6.74,,,,
5196,10/15/2023 16:15,20.63,4.38,6.75,,,,
5197,10/15/2023 16:30,20.6,5.33,6.74,,,,
5198,10/15/2023 16:45,20.58,5.36,6.74,,,,
5199,10/15/2023 17:00,20.56,5.8,6.73,,,,
5200,10/15/2023 17:15,20.53,4.66,6.75,,,,
5201,10/15/2023 17:30,20.51,4.75,6.75,,,,
5202,10/15/2023 17:45,20.48,1.56,6.8,,,,
5203,10/15/2023 18:00,20.44,6.34,6.72,,,,
5204,10/15/2023 18:15,20.41,7.17,6.7,,,,
5205,10/15/2023 18:30,20.36,7.14,6.7,,,,
5206,10/15/2023 18:45,20.32,7.36,6.7,,,,
5207,10/15/2023 19:00,20.27,6.81,6.71,,,,
5208,10/15/2023 19:15,20.25,7.25,6.7,,,,
5209,10/15/2023 19:30,20.2,8.41,6.68,,,,
5210,10/15/2023 19:45,20.15,6.52,6.72,,,,
5211,10/15/2023 20:00,20.1,4.61,6.75,,,,
5212,10/15/2023 20:15,20.08,3.58,6.77,,,,
5213,10/15/2023 20:30,20.03,7.41,6.7,,,,
5214,10/15/2023 20:45,19.98,7.64,6.7,,,,
5215,10/15/2023 21:00,19.94,6.48,6.72,,,,
5216,10/15/2023 21:15,19.89,4.77,6.75,,,,
5217,10/15/2023 21:30,19.84,5.13,6.74,,,,
5218,10/15/2023 21:45,19.79,7.02,6.71,,,,
5219,10/15/2023 22:00,19.75,7.19,6.7,,,,
5220,10/15/2023 22:15,19.7,6.83,6.71,,,,
5221,10/15/2023 22:30,19.65,5.11,6.74,,,,
5222,10/15/2023 22:45,19.6,4.56,6.75,,,,
5223,10/15/2023 23:00,19.56,5.08,6.74,,,,
5224,10/15/2023 23:15,19.51,4.91,6.74,,,,
5225,10/15/2023 23:30,19.46,3.28,6.77,,,,
5226,10/15/2023 23:45,19.41,1.97,6.8,,,,
5227,10/16/2023 0:00,19.37,3.55,6.77,,,,
5228,10/16/2023 0:15,19.32,3.7,6.76,,,,
5229,10/16/2023 0:30,19.29,5.52,6.73,,,,
5230,10/16/2023 0:45,19.25,6.05,6.72,,,,
5231,10/16/2023 1:00,19.2,5.63,6.73,,,,
5232,10/16/2023 1:15,19.17,5.34,6.74,,,,
5233,10/16/2023 1:30,19.15,4.38,6.75,,,,
5234,10/16/2023 1:45,19.1,5.13,6.74,,,,
5235,10/16/2023 2:00,19.08,4.66,6.75,,,,
5236,10/16/2023 2:15,19.03,5.75,6.73,,,,
5237,10/16/2023 2:30,19.01,3.75,6.76,,,,
5238,10/16/2023 2:45,18.96,3.94,6.76,,,,
5239,10/16/2023 3:00,18.94,5.69,6.73,,,,
5240,10/16/2023 3:15,18.91,3.34,6.77,,,,
5241,10/16/2023 3:30,18.87,2.53,6.79,,,,
5242,10/16/2023 3:45,18.84,1.78,6.8,,,,
5243,10/16/2023 4:00,18.82,3.58,6.77,,,,
5244,10/16/2023 4:15,18.77,4.38,6.75,,,,
5245,10/16/2023 4:30,18.75,4.05,6.76,,,,
5246,10/16/2023 4:45,18.72,2.25,6.79,,,,
5247,10/16/2023 5:00,18.68,3.38,6.77,,,,
5248,10/16/2023 5:15,18.65,2.72,6.78,,,,
5249,10/16/2023 5:30,18.63,2.59,6.78,,,,
5250,10/16/2023 5:45,18.6,2.95,6.78,,,,
5251,10/16/2023 6:00,18.58,2.73,6.78,,,,
5252,10/16/2023 6:15,18.56,2.61,6.78,,,,
5253,10/16/2023 6:30,18.53,2.81,6.78,,,,
5254,10/16/2023 6:45,18.53,5.39,6.73,,,,
5255,10/16/2023 7:00,18.51,8.45,6.68,,,,
5256,10/16/2023 7:15,18.49,8.5,6.68,,,,
5257,10/16/2023 7:30,18.49,8.77,6.67,,,,
5258,10/16/2023 7:45,18.46,8.81,6.67,,,,
5259,10/16/2023 8:00,18.44,8.84,6.67,,,,
5260,10/16/2023 8:15,18.44,8.44,6.68,,,,
5261,10/16/2023 8:30,18.41,8.36,6.68,,,,
5262,10/16/2023 8:45,18.39,8.33,6.68,,,,
5263,10/16/2023 9:00,18.37,8.5,6.68,,,,
5264,10/16/2023 9:15,18.37,8.16,6.68,,,,
5265,10/16/2023 9:30,18.34,8.64,6.68,,,,
5266,10/16/2023 9:45,18.32,8.56,6.68,,,,
5267,10/16/2023 10:00,18.3,8.27,6.68,,,,
5268,10/16/2023 10:15,18.27,8.23,6.68,,,,
5269,10/16/2023 10:30,18.25,8.5,6.68,,,,
5270,10/16/2023 10:45,18.22,7.28,6.7,,,,
5271,10/16/2023 11:00,18.22,8.69,6.67,,,,
5272,10/16/2023 11:15,18.2,10.19,6.65,,,,
5273,10/16/2023 11:30,18.2,8.92,6.67,,,,
5274,10/16/2023 11:45,18.22,9.08,6.67,,,,
5275,10/16/2023 12:00,18.25,8.88,6.67,,,,
5276,10/16/2023 12:15,18.27,8.45,6.68,,,,
5277,10/16/2023 12:30,18.34,10.13,6.65,,,,
5278,10/16/2023 12:45,18.39,9.53,6.66,,,,
5279,10/16/2023 13:00,18.46,9.67,6.66,,,,
5280,10/16/2023 13:15,18.53,10.78,6.64,,,,
5281,10/16/2023 13:30,18.63,10.33,6.65,,,,
5282,10/16/2023 13:45,18.72,9.5,6.66,,,,
5283,10/16/2023 14:00,18.79,9.3,6.66,,,,
5284,10/16/2023 14:15,18.87,9.22,6.67,,,,
5285,10/16/2023 14:30,18.94,8.75,6.67,,,,
5286,10/16/2023 14:45,19.01,10.59,6.64,,,,
5287,10/16/2023 15:00,19.06,9.52,6.66,,,,
5288,10/16/2023 15:15,19.08,9.22,6.67,,,,
5289,10/16/2023 15:30,19.1,8.94,6.67,,,,
5290,10/16/2023 15:45,19.13,8.75,6.67,,,,
5291,10/16/2023 16:00,19.13,8.77,6.67,,,,
5292,10/16/2023 16:15,19.15,8.83,6.67,,,,
5293,10/16/2023 16:30,19.15,8.77,6.67,,,,
5294,10/16/2023 16:45,19.15,8.81,6.67,,,,
5295,10/16/2023 17:00,19.17,8.72,6.68,,,,
5296,10/16/2023 17:15,19.15,8.78,6.67,,,,
5297,10/16/2023 17:30,19.13,8.17,6.68,,,,
5298,10/16/2023 17:45,19.13,7.47,6.7,,,,
5299,10/16/2023 18:00,19.08,8.44,6.68,,,,
5300,10/16/2023 18:15,19.06,8.91,6.67,,,,
5301,10/16/2023 18:30,19.03,8.75,6.67,,,,
5302,10/16/2023 18:45,19.01,7.36,6.7,,,,
5303,10/16/2023 19:00,18.96,7.28,6.7,,,,
5304,10/16/2023 19:15,18.91,7.2,6.7,,,,
5305,10/16/2023 19:30,18.87,6.7,6.71,,,,
5306,10/16/2023 19:45,18.82,7.19,6.7,,,,
5307,10/16/2023 20:00,18.79,8.06,6.69,,,,
5308,10/16/2023 20:15,18.77,8.55,6.68,,,,
5309,10/16/2023 20:30,18.75,9.34,6.66,,,,
5310,10/16/2023 20:45,18.72,9.25,6.67,,,,
5311,10/16/2023 21:00,18.72,9.28,6.66,,,,
5312,10/16/2023 21:15,18.7,9.08,6.67,,,,
5313,10/16/2023 21:30,18.68,8.78,6.67,,,,
5314,10/16/2023 21:45,18.65,9.19,6.67,,,,
5315,10/16/2023 22:00,18.63,9.7,6.66,,,,
5316,10/16/2023 22:15,18.6,9.72,6.66,,,,
5317,10/16/2023 22:30,18.58,9.27,6.66,,,,
5318,10/16/2023 22:45,18.56,9.63,6.66,,,,
5319,10/16/2023 23:00,18.53,9.75,6.66,,,,
5320,10/16/2023 23:15,18.51,9.52,6.66,,,,
5321,10/16/2023 23:30,18.49,9.66,6.66,,,,
5322,10/16/2023 23:45,18.46,9.7,6.66,,,,
5323,10/17/2023 0:00,18.44,9.63,6.66,,,,
5324,10/17/2023 0:15,18.41,9.66,6.66,,,,
5325,10/17/2023 0:30,18.39,9.44,6.66,,,,
5326,10/17/2023 0:45,18.37,9.52,6.66,,,,
5327,10/17/2023 1:00,18.34,9.39,6.66,,,,
5328,10/17/2023 1:15,18.32,9.25,6.66,,,,
5329,10/17/2023 1:30,18.27,9.45,6.66,,,,
5330,10/17/2023 1:45,18.25,9.16,6.67,,,,
5331,10/17/2023 2:00,18.22,9.23,6.66,,,,
5332,10/17/2023 2:15,18.2,9.25,6.66,,,,
5333,10/17/2023 2:30,18.18,9.27,6.66,,,,
5334,10/17/2023 2:45,18.15,8.69,6.67,,,,
5335,10/17/2023 3:00,18.15,9.22,6.67,,,,
5336,10/17/2023 3:15,18.13,8.27,6.68,,,,
5337,10/17/2023 3:30,18.1,8.88,6.67,,,,
5338,10/17/2023 3:45,18.08,9.03,6.67,,,,
5339,10/17/2023 4:00,18.06,8.63,6.68,,,,
5340,10/17/2023 4:15,18.03,8.95,6.67,,,,
5341,10/17/2023 4:30,18.01,9.11,6.67,,,,
5342,10/17/2023 4:45,17.99,8.19,6.68,,,,
5343,10/17/2023 5:00,17.94,6.89,6.71,,,,
5344,10/17/2023 5:15,17.91,7.67,6.69,,,,
5345,10/17/2023 5:30,17.89,8.3,6.68,,,,
5346,10/17/2023 5:45,17.87,10.41,6.64,,,,
5347,10/17/2023 6:00,17.84,10.17,6.65,,,,
5348,10/17/2023 6:15,17.82,10.23,6.65,,,,
5349,10/17/2023 6:30,17.8,10.17,6.65,,,,
5350,10/17/2023 6:45,17.77,10.06,6.65,,,,
5351,10/17/2023 7:00,17.77,9.8,6.65,,,,
5352,10/17/2023 7:15,17.75,10,6.65,,,,
5353,10/17/2023 7:30,17.72,9.88,6.65,,,,
5354,10/17/2023 7:45,17.7,9.83,6.65,,,,
5355,10/17/2023 8:00,17.68,9.34,6.66,,,,
5356,10/17/2023 8:15,17.68,9.27,6.66,,,,
5357,10/17/2023 8:30,17.65,8.55,6.68,,,,
5358,10/17/2023 8:45,17.65,8.52,6.68,,,,
5359,10/17/2023 9:00,17.63,8.33,6.68,,,,
5360,10/17/2023 9:15,17.63,7.94,6.69,,,,
5361,10/17/2023 9:30,17.61,7.84,6.69,,,,
5362,10/17/2023 9:45,17.61,7.81,6.69,,,,
5363,10/17/2023 10:00,17.58,7.86,6.69,,,,
5364,10/17/2023 10:15,17.58,7.83,6.69,,,,
5365,10/17/2023 10:30,17.56,7.73,6.69,,,,
5366,10/17/2023 10:45,17.56,7.67,6.69,,,,
5367,10/17/2023 11:00,17.53,7.73,6.69,,,,
5368,10/17/2023 11:15,17.56,8.63,6.67,,,,
5369,10/17/2023 11:30,17.58,9.44,6.66,,,,
5370,10/17/2023 11:45,17.61,9.05,6.67,,,,
5371,10/17/2023 12:00,17.65,8.78,6.67,,,,
5372,10/17/2023 12:15,17.7,8.38,6.68,,,,
5373,10/17/2023 12:30,17.77,7.91,6.69,,,,
5374,10/17/2023 12:45,17.84,8.39,6.68,,,,
5375,10/17/2023 13:00,17.94,7.97,6.69,,,,
5376,10/17/2023 13:15,18.03,8.23,6.68,,,,
5377,10/17/2023 13:30,18.1,8.56,6.68,,,,
5378,10/17/2023 13:45,18.18,9.09,6.67,,,,
5379,10/17/2023 14:00,18.25,8.91,6.67,,,,
5380,10/17/2023 14:15,18.34,10.19,6.65,,,,
5381,10/17/2023 14:30,18.41,9.94,6.65,,,,
5382,10/17/2023 14:45,18.49,9.67,6.66,,,,
5383,10/17/2023 15:00,18.56,9.19,6.67,,,,
5384,10/17/2023 15:15,18.63,9.03,6.67,,,,
5385,10/17/2023 15:30,18.68,9.78,6.66,,,,
5386,10/17/2023 15:45,18.72,9.27,6.66,,,,
5387,10/17/2023 16:00,18.75,8.94,6.67,,,,
5388,10/17/2023 16:15,18.79,9.7,6.66,,,,
5389,10/17/2023 16:30,18.82,9.53,6.66,,,,
5390,10/17/2023 16:45,18.84,9.61,6.66,,,,
5391,10/17/2023 17:00,18.84,9.05,6.67,,,,
5392,10/17/2023 17:15,18.84,9.11,6.67,,,,
5393,10/17/2023 17:30,18.82,9.42,6.66,,,,
5394,10/17/2023 17:45,18.82,8.94,6.67,,,,
5395,10/17/2023 18:00,18.79,8.94,6.67,,,,
5396,10/17/2023 18:15,18.77,8.95,6.67,,,,
5397,10/17/2023 18:30,18.75,9.09,6.67,,,,
5398,10/17/2023 18:45,18.72,8.56,6.68,,,,
5399,10/17/2023 19:00,18.7,8.55,6.68,,,,
5400,10/17/2023 19:15,18.68,8.83,6.67,,,,
5401,10/17/2023 19:30,18.65,8.8,6.67,,,,
5402,10/17/2023 19:45,18.6,8.88,6.67,,,,
5403,10/17/2023 20:00,18.58,9.17,6.67,,,,
5404,10/17/2023 20:15,18.56,9.05,6.67,,,,
5405,10/17/2023 20:30,18.53,9.22,6.67,,,,
5406,10/17/2023 20:45,18.51,8.95,6.67,,,,
5407,10/17/2023 21:00,18.49,8.95,6.67,,,,
5408,10/17/2023 21:15,18.46,9.13,6.67,,,,
5409,10/17/2023 21:30,18.44,8.86,6.67,,,,
5410,10/17/2023 21:45,18.41,9,6.67,,,,
5411,10/17/2023 22:00,18.39,8.69,6.67,,,,
5412,10/17/2023 22:15,18.39,8.98,6.67,,,,
5413,10/17/2023 22:30,18.37,8.55,6.68,,,,
5414,10/17/2023 22:45,18.34,8.3,6.68,,,,
5415,10/17/2023 23:00,18.32,8.13,6.68,,,,
5416,10/17/2023 23:15,18.32,8.19,6.68,,,,
5417,10/17/2023 23:30,18.3,9.03,6.67,,,,
5418,10/17/2023 23:45,18.3,8.7,6.67,,,,
5419,10/18/2023 0:00,18.3,8.61,6.68,,,,
5420,10/18/2023 0:15,18.27,8.64,6.68,,,,
5421,10/18/2023 0:30,18.27,8.5,6.68,,,,
5422,10/18/2023 0:45,18.27,8.2,6.68,,,,
5423,10/18/2023 1:00,18.25,8.55,6.68,,,,
