#,Date,"Low Range, μS/cm (LGR S/N: 21551159, SEN S/N: 21551159)","High Range, μS/cm (LGR S/N: 21551159, SEN S/N: 21551159)","Temp, °C (LGR S/N: 21551159, SEN S/N: 21551159)",Specific_Conductance
4411,6/6/2023 9:30,0,0,21.61,0
4412,6/6/2023 9:45,0,0,22.13,0
4413,6/6/2023 10:00,0,0,22.65,0
4414,6/6/2023 10:15,0,0,23.16,0
4415,6/6/2023 10:30,0,0,23.68,0
4416,6/6/2023 10:45,0,0,24.16,0
4417,6/6/2023 11:00,0,0,24.69,0
4418,6/6/2023 11:15,0,0,25.15,0
4419,6/6/2023 11:30,0,0,25.56,0
4420,6/6/2023 11:45,0,0,26.05,0
4421,6/6/2023 12:00,0,0,26.3,0
4422,6/6/2023 12:15,0,0,26.67,0
4423,6/6/2023 12:30,0,0,27,0
4424,6/6/2023 12:45,0,0,27.32,0
4425,6/6/2023 13:00,0,0,27.76,0
4426,6/6/2023 13:15,0,0,28.38,0
4427,6/6/2023 13:30,0,0,28.96,0
4428,6/6/2023 13:45,0,0,29.48,0
4429,6/6/2023 14:00,0,0,29.97,0
4430,6/6/2023 14:15,0,0,30.61,0
4431,6/6/2023 14:30,0,0,31.03,0
4432,6/6/2023 14:45,0,0,31.31,0
4433,6/6/2023 15:00,0,0,31.43,0
4434,6/6/2023 15:15,0,0,30.91,0
4435,6/6/2023 15:30,0,0,30.86,0
4436,6/6/2023 15:45,0,0,31.55,0
4437,6/6/2023 16:00,0,0,31.79,0
4438,6/6/2023 16:15,0,0,32.18,0
4439,6/6/2023 16:30,0,0,32.29,0
4440,6/6/2023 16:45,0,0,33.11,0
4441,6/6/2023 17:00,0,0,33.72,0
4442,6/6/2023 17:15,0,0,33.94,0
4443,6/6/2023 17:30,0,0,33.74,0
4444,6/6/2023 17:45,0,0,33.75,0
4445,6/6/2023 18:00,0,0,33.32,0
4446,6/6/2023 18:15,0,0,32.68,0
4447,6/6/2023 18:30,0,0,31.9,0
4448,6/6/2023 18:45,0,0,30.97,0
4449,6/6/2023 19:00,0,0,29.82,0
4450,6/6/2023 19:15,0,0,28.81,0
4451,6/6/2023 19:30,0,0,27.86,0
4452,6/6/2023 19:45,0,0,27,0
4453,6/6/2023 20:00,0,0,26.2,0
4454,6/6/2023 20:15,0,0,25.42,0
4455,6/6/2023 20:30,0,0,24.7,0
4456,6/6/2023 20:45,0,0,24.05,0
4457,6/6/2023 21:00,0,0,23.44,0
4458,6/6/2023 21:15,0,0,22.92,0
4459,6/6/2023 21:30,0,0,22.45,0
4460,6/6/2023 21:45,0,0,22.02,0
4461,6/6/2023 22:00,0,0,21.66,0
4462,6/6/2023 22:15,0,0,21.3,0
4463,6/6/2023 22:30,0,0,20.96,0
4464,6/6/2023 22:45,0,0,20.65,0
4465,6/6/2023 23:00,0,0,20.38,0
4466,6/6/2023 23:15,0,0,20.13,0
4467,6/6/2023 23:30,0,0,19.92,0
4468,6/6/2023 23:45,0,0,19.72,0
4469,6/7/2023 0:00,0,0,19.55,0
4470,6/7/2023 0:15,0,0,19.41,0
4471,6/7/2023 0:30,0,0,19.29,0
4472,6/7/2023 0:45,0,0,19.16,0
4473,6/7/2023 1:00,0,0,19.05,0
4474,6/7/2023 1:15,0,0,19,0
4475,6/7/2023 1:30,0,0,18.95,0
4476,6/7/2023 1:45,0,0,18.93,0
4477,6/7/2023 2:00,0,0,18.85,0
4478,6/7/2023 2:15,0,0,18.74,0
4479,6/7/2023 2:30,0,0,18.66,0
4480,6/7/2023 2:45,0,0,18.53,0
4481,6/7/2023 3:00,0,0,18.4,0
4482,6/7/2023 3:15,0,0,18.24,0
4483,6/7/2023 3:30,0,0,18.11,0
4484,6/7/2023 3:45,0,0,17.98,0
4485,6/7/2023 4:00,0,0,17.88,0
4486,6/7/2023 4:15,0,0,17.8,0
4487,6/7/2023 4:30,0,0,17.72,0
4488,6/7/2023 4:45,0,0,17.63,0
4489,6/7/2023 5:00,0,0,17.49,0
4490,6/7/2023 5:15,0,0,17.45,0
4491,6/7/2023 5:30,0,0,17.4,0
4492,6/7/2023 5:45,0,0,17.33,0
4493,6/7/2023 6:00,0,0,17.27,0
4494,6/7/2023 6:15,0,0,17.19,0
4495,6/7/2023 6:30,0,0,17.21,0
4496,6/7/2023 6:45,0,0,17.31,0
4497,6/7/2023 7:00,0,0,17.43,0
4498,6/7/2023 7:15,0,0,17.61,0
4499,6/7/2023 7:30,0,0,17.89,0
4500,6/7/2023 7:45,0,0,18.24,0
4501,6/7/2023 8:00,0,0,18.69,0
4502,6/7/2023 8:15,0,0,19.13,0
4503,6/7/2023 8:30,0,0,19.55,0
4504,6/7/2023 8:45,0,0,20.07,0
4505,6/7/2023 9:00,0,0,20.45,0
4506,6/7/2023 9:15,0,0,20.8,0
4507,6/7/2023 9:30,0,0,21.19,0
4508,6/7/2023 9:45,0,0,21.71,0
4509,6/7/2023 10:00,0,0,22.27,0
4510,6/7/2023 10:15,0,0,22.81,0
4511,6/7/2023 10:30,0,0,22.84,0
4512,6/7/2023 10:45,0,0,22.86,0
4513,6/7/2023 11:00,0,0,22.98,0
4514,6/7/2023 11:15,0,0,22.93,0
4515,6/7/2023 11:30,0,0,23.17,0
4516,6/7/2023 11:45,0,0,23.7,0
4517,6/7/2023 12:00,0,0,24.07,0
4518,6/7/2023 12:15,0,0,24.12,0
4519,6/7/2023 12:30,0,0,23.97,0
4520,6/7/2023 12:45,0,0,23.63,0
4521,6/7/2023 13:00,0,0,23.29,0
4522,6/7/2023 13:15,0,0,23.07,0
4523,6/7/2023 13:30,0,0,22.97,0
4524,6/7/2023 13:45,0,0,22.92,0
4525,6/7/2023 14:00,0,0,22.95,0
4526,6/7/2023 14:15,0,0,22.97,0
4527,6/7/2023 14:30,0,0,22.9,0
4528,6/7/2023 14:45,0,0,22.85,0
4529,6/7/2023 15:00,0,0,22.65,0
4530,6/7/2023 15:15,0,0,22.5,0
4531,6/7/2023 15:30,0,0,22.24,0
4532,6/7/2023 15:45,0,0,21.95,0
4533,6/7/2023 16:00,0,0,21.72,0
4534,6/7/2023 16:15,0,0,21.72,0
4535,6/7/2023 16:30,0,0,22.06,0
4536,6/7/2023 16:45,0,0,22.21,0
4537,6/7/2023 17:00,0,0,22.17,0
4538,6/7/2023 17:15,0,0,22.04,0
4539,6/7/2023 17:30,0,0,21.85,0
4540,6/7/2023 17:45,0,0,21.5,0
4541,6/7/2023 18:00,0,0,21.15,0
4542,6/7/2023 18:15,0,0,20.78,0
4543,6/7/2023 18:30,0,0,20.49,0
4544,6/7/2023 18:45,0,0,20.3,0
4545,6/7/2023 19:00,0,0,20.2,0
4546,6/7/2023 19:15,0,0,20.1,0
4547,6/7/2023 19:30,0,0,20.02,0
4548,6/7/2023 19:45,0,0,19.94,0
4549,6/7/2023 20:00,0,0,19.76,0
4550,6/7/2023 20:15,0,0,19.57,0
4551,6/7/2023 20:30,0,0,19.32,0
4552,6/7/2023 20:45,0,0,19.11,0
4553,6/7/2023 21:00,0,0,19,0
4554,6/7/2023 21:15,0,0,18.97,0
4555,6/7/2023 21:30,0,0,18.95,0
4556,6/7/2023 21:45,0,0,18.94,0
4557,6/7/2023 22:00,0,0,18.89,0
4558,6/7/2023 22:15,0,0,18.9,0
4559,6/7/2023 22:30,0,0,18.88,0
4560,6/7/2023 22:45,0,0,18.84,0
4561,6/7/2023 23:00,0,0,18.81,0
4562,6/7/2023 23:15,0,0,18.77,0
4563,6/7/2023 23:30,0,0,18.69,0
4564,6/7/2023 23:45,0,0,18.67,0
4565,6/8/2023 0:00,0,0,18.61,0
4566,6/8/2023 0:15,0,0,18.55,0
4567,6/8/2023 0:30,0,0,18.47,0
4568,6/8/2023 0:45,0,0,18.41,0
4569,6/8/2023 1:00,0,0,18.38,0
4570,6/8/2023 1:15,0,0,18.35,0
4571,6/8/2023 1:30,0,0,18.3,0
4572,6/8/2023 1:45,0,0,18.25,0
4573,6/8/2023 2:00,0,0,18.22,0
4574,6/8/2023 2:15,0,0,18.19,0
4575,6/8/2023 2:30,0,0,18.17,0
4576,6/8/2023 2:45,0,0,18.08,0
4577,6/8/2023 3:00,0,0,17.99,0
4578,6/8/2023 3:15,0,0,17.95,0
4579,6/8/2023 3:30,0,0,17.93,0
4580,6/8/2023 3:45,0,0,17.91,0
4581,6/8/2023 4:00,0,0,17.9,0
4582,6/8/2023 4:15,0,0,17.87,0
4583,6/8/2023 4:30,0,0,17.83,0
4584,6/8/2023 4:45,0,0,17.69,0
4585,6/8/2023 5:00,0,0,17.51,0
4586,6/8/2023 5:15,0,0,17.37,0
4587,6/8/2023 5:30,0,0,17.23,0
4588,6/8/2023 5:45,0,0,17.12,0
4589,6/8/2023 6:00,0,0,17.04,0
4590,6/8/2023 6:15,0,0,16.98,0
4591,6/8/2023 6:30,0,0,17.02,0
4592,6/8/2023 6:45,0,0,17.2,0
4593,6/8/2023 7:00,0,0,17.31,0
4594,6/8/2023 7:15,0,0,17.3,0
4595,6/8/2023 7:30,0,0,17.37,0
4596,6/8/2023 7:45,0,0,17.43,0
4597,6/8/2023 8:00,0,0,17.54,0
4598,6/8/2023 8:15,0,0,17.78,0
4599,6/8/2023 8:30,0,0,17.96,0
4600,6/8/2023 8:45,0,0,18.2,0
4601,6/8/2023 9:00,0,0,18.42,0
4602,6/8/2023 9:15,0,0,18.72,0
4603,6/8/2023 9:30,0,0,19.02,0
4604,6/8/2023 9:45,0,0,19.24,0
4605,6/8/2023 10:00,0,0,19.49,0
4606,6/8/2023 10:15,0,0,19.68,0
4607,6/8/2023 10:30,0,0,20.19,0
4608,6/8/2023 10:45,0,0,20.47,0
4609,6/8/2023 11:00,0,0,20.81,0
4610,6/8/2023 11:15,0,0,21.06,0
4611,6/8/2023 11:30,0,0,21.22,0
4612,6/8/2023 11:45,0,0,21.51,0
4613,6/8/2023 12:00,0,0,22.02,0
4614,6/8/2023 12:15,0,0,22.43,0
4615,6/8/2023 12:30,0,0,22.55,0
4616,6/8/2023 12:45,0,0,22.85,0
4617,6/8/2023 13:00,0,0,23.31,0
4618,6/8/2023 13:15,0,0,23.8,0
4619,6/8/2023 13:30,0,0,24.78,0
4620,6/8/2023 13:45,0,0,25.77,0
4621,6/8/2023 14:00,0,0,26.35,0
4622,6/8/2023 14:15,0,0,26.78,0
4623,6/8/2023 14:30,0,0,26.97,0
4624,6/8/2023 14:45,0,0,27.57,0
4625,6/8/2023 15:00,0,0,27.79,0
4626,6/8/2023 15:15,0,0,27.6,0
4627,6/8/2023 15:30,0,0,27.83,0
4628,6/8/2023 15:45,0,0,28,0
4629,6/8/2023 16:00,0,0,28.67,0
4630,6/8/2023 16:15,0,0,29.48,0
4631,6/8/2023 16:30,0,0,29.97,0
4632,6/8/2023 16:45,0,0,29.64,0
4633,6/8/2023 17:00,0,0,28.87,0
4634,6/8/2023 17:15,0,0,27.82,0
4635,6/8/2023 17:30,0,0,28.4,0
4636,6/8/2023 17:45,0,0,28.52,0
4637,6/8/2023 18:00,0,0,27.94,0
4638,6/8/2023 18:15,0,0,26.64,0
4639,6/8/2023 18:30,0,0,26.38,0
4640,6/8/2023 18:45,0,0,26.31,0
4641,6/8/2023 19:00,0,0,25.7,0
4642,6/8/2023 19:15,0,0,25.02,0
4643,6/8/2023 19:30,0,0,24.42,0
4644,6/8/2023 19:45,0,0,23.91,0
4645,6/8/2023 20:00,0,0,23.49,0
4646,6/8/2023 20:15,0,0,22.95,0
4647,6/8/2023 20:30,0,0,22.37,0
4648,6/8/2023 20:45,0,0,21.79,0
4649,6/8/2023 21:00,0,0,21.2,0
4650,6/8/2023 21:15,0,0,20.7,0
4651,6/8/2023 21:30,0,0,20.24,0
4652,6/8/2023 21:45,0,0,19.84,0
4653,6/8/2023 22:00,0,0,19.51,0
4654,6/8/2023 22:15,0,0,19.21,0
4655,6/8/2023 22:30,0,0,18.94,0
4656,6/8/2023 22:45,0,0,18.68,0
4657,6/8/2023 23:00,0,0,18.48,0
4658,6/8/2023 23:15,0,0,18.31,0
4659,6/8/2023 23:30,0,0,18.11,0
4660,6/8/2023 23:45,0,0,17.94,0
4661,6/9/2023 0:00,0,0,17.79,0
4662,6/9/2023 0:15,0,0,17.64,0
4663,6/9/2023 0:30,0,0,17.49,0
4664,6/9/2023 0:45,0,0,17.37,0
4665,6/9/2023 1:00,0,0,17.28,0
4666,6/9/2023 1:15,0,0,17.19,0
4667,6/9/2023 1:30,0,0,17.1,0
4668,6/9/2023 1:45,0,0,16.99,0
4669,6/9/2023 2:00,0,0,16.86,0
4670,6/9/2023 2:15,0,0,16.75,0
4671,6/9/2023 2:30,0,0,16.64,0
4672,6/9/2023 2:45,0,0,16.55,0
4673,6/9/2023 3:00,0,0,16.48,0
4674,6/9/2023 3:15,0,0,16.41,0
4675,6/9/2023 3:30,0,0,16.37,0
4676,6/9/2023 3:45,0,0,16.31,0
4677,6/9/2023 4:00,0,0,16.21,0
4678,6/9/2023 4:15,0,0,16.11,0
4679,6/9/2023 4:30,0,0,16.02,0
4680,6/9/2023 4:45,0,0,15.92,0
4681,6/9/2023 5:00,0,0,15.84,0
4682,6/9/2023 5:15,0,0,15.78,0
4683,6/9/2023 5:30,0,0,15.68,0
4684,6/9/2023 5:45,0,0,15.59,0
4685,6/9/2023 6:00,0,0,15.52,0
4686,6/9/2023 6:15,0,0,15.49,0
4687,6/9/2023 6:30,0,0,15.54,0
4688,6/9/2023 6:45,0,0,15.74,0
4689,6/9/2023 7:00,0,0,15.85,0
4690,6/9/2023 7:15,0,0,15.94,0
4691,6/9/2023 7:30,0,0,16.02,0
4692,6/9/2023 7:45,0,0,16.21,0
4693,6/9/2023 8:00,0,0,16.46,0
4694,6/9/2023 8:15,0,0,16.81,0
4695,6/9/2023 8:30,0,0,17.22,0
4696,6/9/2023 8:45,0,0,17.8,0
4697,6/9/2023 9:00,0,0,18.42,0
4698,6/9/2023 9:15,0,0,18.95,0
4699,6/9/2023 9:30,0,0,19.51,0
4700,6/9/2023 9:45,0,0,20.08,0
4701,6/9/2023 10:00,0,0,20.64,0
4702,6/9/2023 10:15,0,0,20.99,0
4703,6/9/2023 10:30,0,0,21.3,0
4704,6/9/2023 10:45,0,0,21.7,0
4705,6/9/2023 11:00,0,0,22.02,0
4706,6/9/2023 11:15,0,0,22.4,0
4707,6/9/2023 11:30,0,0,22.92,0
4708,6/9/2023 11:45,0,0,23.4,0
4709,6/9/2023 12:00,0,0,23.6,0
4710,6/9/2023 12:15,0,0,23.75,0
4711,6/9/2023 12:30,0,0,23.99,0
4712,6/9/2023 12:45,0,0,24.31,0
4713,6/9/2023 13:00,0,0,24.78,0
4714,6/9/2023 13:15,0,0,25.31,0
4715,6/9/2023 13:30,0,0,25.95,0
4716,6/9/2023 13:45,0,0,27.13,0
4717,6/9/2023 14:00,0,0,28.3,0
4718,6/9/2023 14:15,0,0,28.85,0
4719,6/9/2023 14:30,0,0,28.59,0
4720,6/9/2023 14:45,0,0,29.13,0
4721,6/9/2023 15:00,0,0,29.83,0
4722,6/9/2023 15:15,0,0,29.9,0
4723,6/9/2023 15:30,0,0,30.09,0
4724,6/9/2023 15:45,0,0,30.38,0
4725,6/9/2023 16:00,0,0,30.58,0
4726,6/9/2023 16:15,0,0,30.76,0
4727,6/9/2023 16:30,0,0,30.22,0
4728,6/9/2023 16:45,0,0,29.78,0
4729,6/9/2023 17:00,0,0,30.59,0
4730,6/9/2023 17:15,0,0,31.34,0
4731,6/9/2023 17:30,0,0,31.94,0
4732,6/9/2023 17:45,0,0,31.79,0
4733,6/9/2023 18:00,0,0,31.78,0
4734,6/9/2023 18:15,0,0,30.65,0
4735,6/9/2023 18:30,0,0,30.03,0
4736,6/9/2023 18:45,0,0,29.49,0
4737,6/9/2023 19:00,0,0,28.34,0
4738,6/9/2023 19:15,0,0,27.25,0
4739,6/9/2023 19:30,0,0,26.35,0
4740,6/9/2023 19:45,0,0,25.57,0
4741,6/9/2023 20:00,0,0,24.81,0
4742,6/9/2023 20:15,0,0,24.07,0
4743,6/9/2023 20:30,0,0,23.37,0
4744,6/9/2023 20:45,0,0,22.71,0
4745,6/9/2023 21:00,0,0,22.11,0
4746,6/9/2023 21:15,0,0,21.55,0
4747,6/9/2023 21:30,0,0,21.06,0
4748,6/9/2023 21:45,0,0,20.64,0
4749,6/9/2023 22:00,0,0,20.28,0
4750,6/9/2023 22:15,0,0,19.94,0
4751,6/9/2023 22:30,0,0,19.65,0
4752,6/9/2023 22:45,0,0,19.39,0
4753,6/9/2023 23:00,0,0,19.11,0
4754,6/9/2023 23:15,0,0,18.89,0
4755,6/9/2023 23:30,0,0,18.69,0
4756,6/9/2023 23:45,0,0,18.53,0
4757,6/10/2023 0:00,0,0,18.38,0
4758,6/10/2023 0:15,0,0,18.22,0
4759,6/10/2023 0:30,0,0,18.05,0
4760,6/10/2023 0:45,0,0,17.88,0
4761,6/10/2023 1:00,0,0,17.7,0
4762,6/10/2023 1:15,0,0,17.53,0
4763,6/10/2023 1:30,0,0,17.4,0
4764,6/10/2023 1:45,0,0,17.27,0
4765,6/10/2023 2:00,0,0,17.14,0
4766,6/10/2023 2:15,0,0,17.01,0
4767,6/10/2023 2:30,0,0,16.91,0
4768,6/10/2023 2:45,0,0,16.84,0
4769,6/10/2023 3:00,0,0,16.81,0
4770,6/10/2023 3:15,0,0,16.77,0
4771,6/10/2023 3:30,0,0,16.7,0
4772,6/10/2023 3:45,0,0,16.64,0
4773,6/10/2023 4:00,0,0,16.57,0
4774,6/10/2023 4:15,0,0,16.46,0
4775,6/10/2023 4:30,0,0,16.37,0
4776,6/10/2023 4:45,0,0,16.26,0
4777,6/10/2023 5:00,0,0,16.16,0
4778,6/10/2023 5:15,0,0,16.08,0
4779,6/10/2023 5:30,0,0,16.01,0
4780,6/10/2023 5:45,0,0,15.92,0
4781,6/10/2023 6:00,0,0,15.84,0
4782,6/10/2023 6:15,0,0,15.74,0
4783,6/10/2023 6:30,0,0,15.7,0
4784,6/10/2023 6:45,0,0,15.75,0
4785,6/10/2023 7:00,0,0,15.9,0
4786,6/10/2023 7:15,0,0,16.13,0
4787,6/10/2023 7:30,0,0,16.31,0
4788,6/10/2023 7:45,0,0,16.63,0
4789,6/10/2023 8:00,0,0,17.17,0
4790,6/10/2023 8:15,0,0,17.91,0
4791,6/10/2023 8:30,0,0,18.52,0
4792,6/10/2023 8:45,0,0,19.21,0
4793,6/10/2023 9:00,0,0,19.88,0
4794,6/10/2023 9:15,0,0,20.39,0
4795,6/10/2023 9:30,0,0,20.81,0
4796,6/10/2023 9:45,0,0,21.36,0
4797,6/10/2023 10:00,0,0,21.91,0
4798,6/10/2023 10:15,0,0,22.29,0
4799,6/10/2023 10:30,0,0,22.74,0
4800,6/10/2023 10:45,0,0,23.15,0
4801,6/10/2023 11:00,0,0,23.48,0
4802,6/10/2023 11:15,0,0,23.8,0
4803,6/10/2023 11:30,0,0,24.32,0
4804,6/10/2023 11:45,0,0,25.01,0
4805,6/10/2023 12:00,0,0,25.46,0
4806,6/10/2023 12:15,0,0,25.7,0
4807,6/10/2023 12:30,0,0,26.1,0
4808,6/10/2023 12:45,0,0,26.37,0
4809,6/10/2023 13:00,0,0,26.83,0
4810,6/10/2023 13:15,0,0,27.55,0
4811,6/10/2023 13:30,0,0,28.52,0
4812,6/10/2023 13:45,0,0,29.29,0
4813,6/10/2023 14:00,0,0,30.28,0
4814,6/10/2023 14:15,0,0,30.87,0
4815,6/10/2023 14:30,0,0,31.21,0
4816,6/10/2023 14:45,0,0,31.91,0
4817,6/10/2023 15:00,0,0,32.46,0
4818,6/10/2023 15:15,0,0,32.79,0
4819,6/10/2023 15:30,0,0,33.01,0
4820,6/10/2023 15:45,0,0,33.16,0
4821,6/10/2023 16:00,0,0,33.33,0
4822,6/10/2023 16:15,0,0,33.56,0
4823,6/10/2023 16:30,0,0,34.36,0
4824,6/10/2023 16:45,0,0,35.11,0
4825,6/10/2023 17:00,0,0,35.68,0
4826,6/10/2023 17:15,0,0,35.92,0
4827,6/10/2023 17:30,0,0,36.07,0
4828,6/10/2023 17:45,0,0,35.82,0
4829,6/10/2023 18:00,0,0,35.42,0
4830,6/10/2023 18:15,0,0,35,0
4831,6/10/2023 18:30,0,0,34.66,0
4832,6/10/2023 18:45,0,0,33.61,0
4833,6/10/2023 19:00,0,0,32.11,0
4834,6/10/2023 19:15,0,0,30.8,0
4835,6/10/2023 19:30,0,0,29.71,0
4836,6/10/2023 19:45,0,0,28.85,0
4837,6/10/2023 20:00,0,0,28.08,0
4838,6/10/2023 20:15,0,0,27.23,0
4839,6/10/2023 20:30,0,0,26.46,0
4840,6/10/2023 20:45,0,0,26.08,0
4841,6/10/2023 21:00,0,0,25.68,0
4842,6/10/2023 21:15,0,0,25.2,0
4843,6/10/2023 21:30,0,0,24.8,0
4844,6/10/2023 21:45,0,0,24.59,0
4845,6/10/2023 22:00,0,0,24.39,0
4846,6/10/2023 22:15,0,0,24.07,0
4847,6/10/2023 22:30,0,0,23.74,0
4848,6/10/2023 22:45,0,0,23.44,0
4849,6/10/2023 23:00,0,0,23.23,0
4850,6/10/2023 23:15,0,0,23,0
4851,6/10/2023 23:30,0,0,22.79,0
4852,6/10/2023 23:45,0,0,22.59,0
4853,6/11/2023 0:00,0,0,22.33,0
4854,6/11/2023 0:15,0,0,22.04,0
4855,6/11/2023 0:30,0,0,21.8,0
4856,6/11/2023 0:45,0,0,21.6,0
4857,6/11/2023 1:00,0,0,21.41,0
4858,6/11/2023 1:15,0,0,21.18,0
4859,6/11/2023 1:30,0,0,21.02,0
4860,6/11/2023 1:45,0,0,20.91,0
4861,6/11/2023 2:00,0,0,20.81,0
4862,6/11/2023 2:15,0,0,20.71,0
4863,6/11/2023 2:30,0,0,20.56,0
4864,6/11/2023 2:45,0,0,20.4,0
4865,6/11/2023 3:00,0,0,20.25,0
4866,6/11/2023 3:15,0,0,20.13,0
4867,6/11/2023 3:30,0,0,20.02,0
4868,6/11/2023 3:45,0,0,19.89,0
4869,6/11/2023 4:00,0,0,19.81,0
4870,6/11/2023 4:15,0,0,19.74,0
4871,6/11/2023 4:30,0,0,19.7,0
4872,6/11/2023 4:45,0,0,19.62,0
4873,6/11/2023 5:00,0,0,19.51,0
4874,6/11/2023 5:15,0,0,19.41,0
4875,6/11/2023 5:30,0,0,19.31,0
4876,6/11/2023 5:45,0,0,19.26,0
4877,6/11/2023 6:00,0,0,19.16,0
4878,6/11/2023 6:15,0,0,19.08,0
4879,6/11/2023 6:30,0,0,19.02,0
4880,6/11/2023 6:45,0,0,19,0
4881,6/11/2023 7:00,0,0,19.04,0
4882,6/11/2023 7:15,0,0,19.16,0
4883,6/11/2023 7:30,0,0,19.42,0
4884,6/11/2023 7:45,0,0,19.87,0
4885,6/11/2023 8:00,0,0,20.42,0
4886,6/11/2023 8:15,0,0,20.98,0
4887,6/11/2023 8:30,0,0,21.5,0
4888,6/11/2023 8:45,0,0,22.07,0
4889,6/11/2023 9:00,0,0,22.68,0
4890,6/11/2023 9:15,0,0,23.23,0
4891,6/11/2023 9:30,0,0,23.79,0
4892,6/11/2023 9:45,0,0,24.39,0
4893,6/11/2023 10:00,0,0,24.93,0
4894,6/11/2023 10:15,0,0,25.56,0
4895,6/11/2023 10:30,0,0,26.08,0
4896,6/11/2023 10:45,0,0,26.34,0
4897,6/11/2023 11:00,0,0,26.63,0
4898,6/11/2023 11:15,0,0,26.88,0
4899,6/11/2023 11:30,0,0,27.23,0
4900,6/11/2023 11:45,0,0,27.39,0
4901,6/11/2023 12:00,0,0,27.82,0
4902,6/11/2023 12:15,0,0,28.21,0
4903,6/11/2023 12:30,0,0,28.26,0
4904,6/11/2023 12:45,0,0,27.97,0
4905,6/11/2023 13:00,0,0,28.4,0
4906,6/11/2023 13:15,0,0,29.09,0
4907,6/11/2023 13:30,0,0,29.8,0
4908,6/11/2023 13:45,0,0,30.54,0
4909,6/11/2023 14:00,0,0,31.05,0
4910,6/11/2023 14:15,0,0,30.64,0
4911,6/11/2023 14:30,0,0,30.77,0
4912,6/11/2023 14:45,0,0,31.15,0
4913,6/11/2023 15:00,0,0,31.13,0
4914,6/11/2023 15:15,0,0,30.92,0
4915,6/11/2023 15:30,0,0,30.87,0
4916,6/11/2023 15:45,0,0,31.45,0
4917,6/11/2023 16:00,0,0,31.86,0
4918,6/11/2023 16:15,0,0,31.59,0
4919,6/11/2023 16:30,0,0,31.8,0
4920,6/11/2023 16:45,0,0,31.92,0
4921,6/11/2023 17:00,0,0,32.96,0
4922,6/11/2023 17:15,0,0,33.89,0
4923,6/11/2023 17:30,0,0,33.98,0
4924,6/11/2023 17:45,0,0,33.98,0
4925,6/11/2023 18:00,0,0,33.95,0
4926,6/11/2023 18:15,0,0,33.44,0
4927,6/11/2023 18:30,0,0,32.84,0
4928,6/11/2023 18:45,0,0,31.96,0
4929,6/11/2023 19:00,0,0,30.76,0
4930,6/11/2023 19:15,0,0,29.72,0
4931,6/11/2023 19:30,0,0,28.91,0
4932,6/11/2023 19:45,0,0,28.28,0
4933,6/11/2023 20:00,0,0,27.77,0
4934,6/11/2023 20:15,0,0,27.34,0
4935,6/11/2023 20:30,0,0,26.94,0
4936,6/11/2023 20:45,0,0,26.58,0
4937,6/11/2023 21:00,0,0,26.29,0
4938,6/11/2023 21:15,0,0,26.04,0
4939,6/11/2023 21:30,0,0,25.79,0
4940,6/11/2023 21:45,0,0,25.57,0
4941,6/11/2023 22:00,0,0,25.38,0
4942,6/11/2023 22:15,0,0,25.19,0
4943,6/11/2023 22:30,0,0,25.06,0
4944,6/11/2023 22:45,0,0,24.96,0
4945,6/11/2023 23:00,0,0,24.86,0
4946,6/11/2023 23:15,0,0,24.76,0
4947,6/11/2023 23:30,0,0,24.67,0
4948,6/11/2023 23:45,0,0,24.54,0
4949,6/12/2023 0:00,0,0,24.43,0
4950,6/12/2023 0:15,0,0,24.43,0
4951,6/12/2023 0:30,0,0,24.42,0
4952,6/12/2023 0:45,0,0,24.42,0
4953,6/12/2023 1:00,0,0,24.41,0
4954,6/12/2023 1:15,0,0,24.23,0
4955,6/12/2023 1:30,0,0,24.04,0
4956,6/12/2023 1:45,0,0,23.87,0
4957,6/12/2023 2:00,0,0,23.76,0
4958,6/12/2023 2:15,0,0,23.69,0
4959,6/12/2023 2:30,0,0,23.65,0
4960,6/12/2023 2:45,0,0,23.63,0
4961,6/12/2023 3:00,0,0,23.59,0
4962,6/12/2023 3:15,0,0,23.63,0
4963,6/12/2023 3:30,0,0,23.66,0
4964,6/12/2023 3:45,0,0,23.63,0
4965,6/12/2023 4:00,0,0,23.53,0
4966,6/12/2023 4:15,0,0,23.36,0
4967,6/12/2023 4:30,0,0,23.15,0
4968,6/12/2023 4:45,0,0,22.95,0
4969,6/12/2023 5:00,0,0,22.77,0
4970,6/12/2023 5:15,0,0,22.64,0
4971,6/12/2023 5:30,0,0,22.49,0
4972,6/12/2023 5:45,0,0,22.37,0
4973,6/12/2023 6:00,0,0,22.25,0
4974,6/12/2023 6:15,0,0,22.16,0
4975,6/12/2023 6:30,0,0,22.13,0
4976,6/12/2023 6:45,0,0,22.17,0
4977,6/12/2023 7:00,0,0,22.19,0
4978,6/12/2023 7:15,0,0,22.23,0
4979,6/12/2023 7:30,0,0,22.3,0
4980,6/12/2023 7:45,0,0,22.35,0
4981,6/12/2023 8:00,0,0,22.47,0
4982,6/12/2023 8:15,0,0,22.74,0
4983,6/12/2023 8:30,0,0,23.15,0
4984,6/12/2023 8:45,0,0,23.48,0
4985,6/12/2023 9:00,0,0,23.64,0
4986,6/12/2023 9:15,0,0,23.84,0
4987,6/12/2023 9:30,0,0,24.27,0
4988,6/12/2023 9:45,0,0,24.91,0
4989,6/12/2023 10:00,0,0,25.51,0
