#,Date,"Abs Pres, kPa (LGR S/N: 1094066, SEN S/N: 1094066)","Temp, °C (LGR S/N: 1094066, SEN S/N: 1094066)","Abs Pres Barom., kPa (LGR S/N: 21132118, SEN S/N: 21132118)",Sensor_Depth
2001,12/6/2023 6:00,107.403,17.475,100.949,0.659
2002,12/6/2023 6:15,107.438,17.475,100.943,0.663
2003,12/6/2023 6:30,107.438,17.475,100.961,0.661
2004,12/6/2023 6:45,107.455,17.475,100.943,0.665
2005,12/6/2023 7:00,107.455,17.475,100.947,0.665
2006,12/6/2023 7:15,107.489,17.475,100.968,0.666
2007,12/6/2023 7:30,107.506,17.475,101.02,0.662
2008,12/6/2023 7:45,107.523,17.475,101.045,0.662
2009,12/6/2023 8:00,107.557,17.475,101.084,0.661
2010,12/6/2023 8:15,107.574,17.475,101.147,0.656
2011,12/6/2023 8:30,107.591,17.475,101.207,0.652
2012,12/6/2023 8:45,107.591,17.475,101.204,0.652
2013,12/6/2023 9:00,107.608,17.475,101.218,0.653
2014,12/6/2023 9:15,107.625,17.475,101.231,0.653
2015,12/6/2023 9:30,107.642,17.475,101.275,0.65
2016,12/6/2023 9:45,107.659,17.475,101.303,0.649
2017,12/6/2023 10:00,107.711,17.475,101.352,0.649
2018,12/6/2023 10:15,107.711,17.475,101.398,0.645
2019,12/6/2023 10:30,107.728,17.475,101.415,0.645
2020,12/6/2023 10:45,107.745,17.475,101.412,0.647
2021,12/6/2023 11:00,107.745,17.475,101.432,0.645
2022,12/6/2023 11:15,107.745,17.475,101.415,0.646
2023,12/6/2023 11:30,107.762,17.475,101.43,0.647
2024,12/6/2023 11:45,107.745,17.475,101.427,0.645
2025,12/6/2023 12:00,107.745,17.475,101.445,0.643
2026,12/6/2023 12:15,107.762,17.475,101.418,0.648
2027,12/6/2023 12:30,107.762,17.475,101.44,0.646
2028,12/6/2023 12:45,107.762,17.475,101.435,0.646
2029,12/6/2023 13:00,107.762,17.475,101.446,0.645
2030,12/6/2023 13:15,107.762,17.475,101.584,0.631
2031,12/6/2023 13:30,107.762,17.475,101.569,0.632
2032,12/6/2023 13:45,107.779,17.475,101.621,0.629
2033,12/6/2023 14:00,107.813,17.475,101.535,0.641
2034,12/6/2023 14:15,107.779,17.475,101.586,0.632
2035,12/6/2023 14:30,107.796,17.475,101.54,0.639
2036,12/6/2023 14:45,107.813,17.475,101.605,0.634
2037,12/6/2023 15:00,107.83,17.475,101.568,0.64
2038,12/6/2023 15:15,107.864,17.475,101.566,0.643
2039,12/6/2023 15:30,107.847,17.475,101.557,0.642
2040,12/6/2023 15:45,107.864,17.475,101.545,0.645
2041,12/6/2023 16:00,107.898,17.475,101.542,0.649
2042,12/6/2023 16:15,107.898,17.475,101.554,0.648
2043,12/6/2023 16:30,107.932,17.475,101.576,0.649
2044,12/6/2023 16:45,107.949,17.475,101.577,0.651
2045,12/6/2023 17:00,107.967,17.475,101.571,0.653
2046,12/6/2023 17:15,108.018,17.475,101.566,0.659
2047,12/6/2023 17:30,108.018,17.475,101.593,0.656
2048,12/6/2023 17:45,108.035,17.475,101.587,0.659
2049,12/6/2023 18:00,108.069,17.475,101.585,0.662
2050,12/6/2023 18:15,108.069,17.475,101.568,0.664
2051,12/6/2023 18:30,108.086,17.475,101.576,0.665
2052,12/6/2023 18:45,108.12,17.475,101.575,0.668
2053,12/6/2023 19:00,108.137,17.475,101.566,0.671
2054,12/6/2023 19:15,108.154,17.475,101.578,0.672
2055,12/6/2023 19:30,108.171,17.475,101.587,0.672
2056,12/6/2023 19:45,108.154,17.475,101.571,0.672
2057,12/6/2023 20:00,108.154,17.475,101.585,0.671
2058,12/6/2023 20:15,108.171,17.475,101.588,0.672
2059,12/6/2023 20:30,108.188,17.475,101.626,0.67
2060,12/6/2023 20:45,108.205,17.475,101.629,0.672
2061,12/6/2023 21:00,108.223,17.475,101.662,0.67
2062,12/6/2023 21:15,108.205,17.475,101.626,0.672
2063,12/6/2023 21:30,108.205,17.475,101.635,0.671
2064,12/6/2023 21:45,108.24,17.475,101.667,0.671
2065,12/6/2023 22:00,108.257,17.475,101.672,0.673
2066,12/6/2023 22:15,108.274,17.475,101.705,0.671
2067,12/6/2023 22:30,108.274,17.475,101.718,0.67
2068,12/6/2023 22:45,108.257,17.475,101.696,0.67
2069,12/6/2023 23:00,108.24,17.475,101.677,0.67
2070,12/6/2023 23:15,108.291,17.475,101.694,0.674
2071,12/6/2023 23:30,108.291,17.475,101.695,0.674
2072,12/6/2023 23:45,108.308,17.475,101.673,0.678
2073,12/7/2023 0:00,108.342,17.475,101.738,0.674
2074,12/7/2023 0:15,108.342,17.475,101.704,0.678
2075,12/7/2023 0:30,108.342,17.475,101.707,0.678
2076,12/7/2023 0:45,108.342,17.475,101.692,0.679
2077,12/7/2023 1:00,108.325,17.475,101.685,0.678
2078,12/7/2023 1:15,108.325,17.475,101.698,0.677
2079,12/7/2023 1:30,108.342,17.475,101.709,0.677
2080,12/7/2023 1:45,108.342,17.475,101.698,0.679
2081,12/7/2023 2:00,108.376,17.475,101.738,0.678
2082,12/7/2023 2:15,108.359,17.475,101.727,0.677
2083,12/7/2023 2:30,108.359,17.475,101.753,0.675
2084,12/7/2023 2:45,108.393,17.475,101.737,0.68
2085,12/7/2023 3:00,108.376,17.475,101.728,0.679
2086,12/7/2023 3:15,108.376,17.475,101.721,0.68
2087,12/7/2023 3:30,108.376,17.475,101.735,0.678
2088,12/7/2023 3:45,108.393,17.475,101.726,0.681
2089,12/7/2023 4:00,108.41,17.475,101.726,0.683
2090,12/7/2023 4:15,108.393,17.475,101.717,0.682
2091,12/7/2023 4:30,108.359,17.475,101.682,0.682
2092,12/7/2023 4:45,108.359,17.475,101.693,0.681
2093,12/7/2023 5:00,108.342,17.475,101.693,0.679
2094,12/7/2023 5:15,108.376,17.475,101.706,0.681
2095,12/7/2023 5:30,108.41,17.475,101.77,0.678
2096,12/7/2023 5:45,108.393,17.475,101.75,0.678
2097,12/7/2023 6:00,108.427,17.475,101.759,0.681
2098,12/7/2023 6:15,108.461,17.475,101.793,0.681
2099,12/7/2023 6:30,108.479,17.475,101.801,0.682
2100,12/7/2023 6:45,108.444,17.475,101.803,0.678
2101,12/7/2023 7:00,108.461,17.475,101.793,0.681
2102,12/7/2023 7:15,108.444,17.475,101.793,0.679
2103,12/7/2023 7:30,108.461,17.475,101.825,0.678
2104,12/7/2023 7:45,108.479,17.475,101.854,0.677
2105,12/7/2023 8:00,108.479,17.475,101.862,0.676
2106,12/7/2023 8:15,108.479,17.475,101.895,0.672
2107,12/7/2023 8:30,108.496,17.475,101.884,0.675
2108,12/7/2023 8:45,108.479,17.475,102.041,0.658
2109,12/7/2023 9:00,108.461,17.475,102.096,0.65
2110,12/7/2023 9:15,108.496,17.475,102.099,0.653
2111,12/7/2023 9:30,108.496,17.475,102.153,0.648
2112,12/7/2023 9:45,108.496,17.475,102.164,0.647
2113,12/7/2023 10:00,108.479,17.475,102.249,0.636
2114,12/7/2023 10:15,108.461,17.475,102.257,0.634
2115,12/7/2023 10:30,108.461,17.475,102.235,0.636
2116,12/7/2023 10:45,108.427,17.475,102.227,0.633
2117,12/7/2023 11:00,108.444,17.475,102.282,0.629
2118,12/7/2023 11:15,108.359,17.475,102.213,0.628
2119,12/7/2023 11:30,108.342,17.475,102.206,0.627
2120,12/7/2023 11:45,108.308,17.475,102.242,0.62
2121,12/7/2023 12:00,108.274,17.475,102.213,0.619
2122,12/7/2023 12:15,108.24,17.475,102.186,0.618
2123,12/7/2023 12:30,108.24,17.475,102.122,0.625
2124,12/7/2023 12:45,108.205,17.475,102.142,0.619
2125,12/7/2023 13:00,108.171,17.475,102.18,0.612
2126,12/7/2023 13:15,108.154,17.475,102.208,0.607
2127,12/7/2023 13:30,108.137,17.475,102.174,0.609
2128,12/7/2023 13:45,108.103,17.475,102.154,0.608
2129,12/7/2023 14:00,108.086,17.475,102.091,0.612
2130,12/7/2023 14:15,108.103,17.475,101.961,0.627
2131,12/7/2023 14:30,108.086,17.475,102.016,0.62
2132,12/7/2023 14:45,108.052,17.475,102.033,0.615
2133,12/7/2023 15:00,108.035,17.475,101.903,0.626
2134,12/7/2023 15:15,108.035,17.475,101.823,0.634
2135,12/7/2023 15:30,108.052,17.475,101.804,0.638
2136,12/7/2023 15:45,108.069,17.475,101.836,0.637
2137,12/7/2023 16:00,108.069,17.475,101.902,0.63
2138,12/7/2023 16:15,108.052,17.475,101.804,0.638
2139,12/7/2023 16:30,108.052,17.475,101.754,0.643
2140,12/7/2023 16:45,108.035,17.475,101.714,0.646
2141,12/7/2023 17:00,108.001,17.475,101.685,0.645
2142,12/7/2023 17:15,107.984,17.475,101.639,0.648
2143,12/7/2023 17:30,108.001,17.475,101.681,0.645
2144,12/7/2023 17:45,108.052,17.475,101.708,0.648
2145,12/7/2023 18:00,108.052,17.475,101.674,0.651
2146,12/7/2023 18:15,108.069,17.475,101.696,0.651
2147,12/7/2023 18:30,108.052,17.475,101.659,0.653
2148,12/7/2023 18:45,108.052,17.475,101.657,0.653
2149,12/7/2023 19:00,108.052,17.475,101.661,0.653
2150,12/7/2023 19:15,108.069,17.475,101.65,0.656
2151,12/7/2023 19:30,108.086,17.475,101.677,0.655
2152,12/7/2023 19:45,108.103,17.475,101.688,0.655
2153,12/7/2023 20:00,108.12,17.475,101.701,0.656
2154,12/7/2023 20:15,108.137,17.475,101.687,0.659
2155,12/7/2023 20:30,108.171,17.475,101.713,0.66
2156,12/7/2023 20:45,108.154,17.475,101.704,0.659
2157,12/7/2023 21:00,108.154,17.475,101.69,0.66
2158,12/7/2023 21:15,108.154,17.475,101.665,0.663
2159,12/7/2023 21:30,108.137,17.475,101.673,0.66
2160,12/7/2023 21:45,108.12,17.475,101.662,0.66
2161,12/7/2023 22:00,108.171,17.475,101.655,0.665
2162,12/7/2023 22:15,108.154,17.475,101.678,0.661
2163,12/7/2023 22:30,108.154,17.475,101.649,0.664
2164,12/7/2023 22:45,108.188,17.475,101.656,0.667
2165,12/7/2023 23:00,108.171,17.475,101.649,0.666
2166,12/7/2023 23:15,108.137,17.475,101.598,0.668
2167,12/7/2023 23:30,108.12,17.475,101.612,0.665
2168,12/7/2023 23:45,108.12,17.475,101.619,0.664
2169,12/8/2023 0:00,108.12,17.475,101.604,0.665
2170,12/8/2023 0:15,108.103,17.475,101.608,0.663
2171,12/8/2023 0:30,108.12,17.475,101.597,0.666
2172,12/8/2023 0:45,108.12,17.475,101.607,0.665
2173,12/8/2023 1:00,108.103,17.475,101.615,0.663
2174,12/8/2023 1:15,108.086,17.475,101.593,0.663
2175,12/8/2023 1:30,108.086,17.475,101.575,0.665
2176,12/8/2023 1:45,108.103,17.475,101.565,0.668
2177,12/8/2023 2:00,108.086,17.475,101.557,0.667
2178,12/8/2023 2:15,108.086,17.475,101.565,0.666
2179,12/8/2023 2:30,108.086,17.475,101.569,0.666
2180,12/8/2023 2:45,108.103,17.475,101.576,0.667
2181,12/8/2023 3:00,108.103,17.475,101.561,0.668
2182,12/8/2023 3:15,108.103,17.475,101.561,0.668
2183,12/8/2023 3:30,108.103,17.475,101.546,0.67
2184,12/8/2023 3:45,108.12,17.475,101.56,0.67
2185,12/8/2023 4:00,108.12,17.475,101.56,0.67
2186,12/8/2023 4:15,108.12,17.475,101.553,0.671
2187,12/8/2023 4:30,108.12,17.475,101.56,0.67
2188,12/8/2023 4:45,108.12,17.475,101.557,0.67
2189,12/8/2023 5:00,108.137,17.475,101.607,0.667
2190,12/8/2023 5:15,108.154,17.475,101.581,0.671
2191,12/8/2023 5:30,108.154,17.475,101.577,0.672
2192,12/8/2023 5:45,108.171,17.475,101.594,0.672
2193,12/8/2023 6:00,108.188,17.475,101.603,0.673
2194,12/8/2023 6:15,108.188,17.475,101.631,0.67
2195,12/8/2023 6:30,108.24,17.475,101.623,0.676
2196,12/8/2023 6:45,108.257,17.475,101.67,0.673
2197,12/8/2023 7:00,108.257,17.475,101.651,0.675
2198,12/8/2023 7:15,108.274,17.475,101.662,0.675
2199,12/8/2023 7:30,108.274,17.475,101.681,0.673
2200,12/8/2023 7:45,108.325,17.475,101.727,0.674
2201,12/8/2023 8:00,108.325,17.475,101.753,0.671
2202,12/8/2023 8:15,108.325,17.475,101.812,0.665
2203,12/8/2023 8:30,108.342,17.475,101.928,0.655
2204,12/8/2023 8:45,108.359,17.475,102.029,0.646
2205,12/8/2023 9:00,108.359,17.475,102.09,0.64
2206,12/8/2023 9:15,108.376,17.475,102.167,0.634
2207,12/8/2023 9:30,108.393,17.475,102.197,0.633
2208,12/8/2023 9:45,108.41,17.475,102.204,0.634
2209,12/8/2023 10:00,108.41,17.475,102.296,0.624
2210,12/8/2023 10:15,108.41,17.475,102.276,0.626
2211,12/8/2023 10:30,108.41,17.475,102.287,0.625
2212,12/8/2023 10:45,108.393,17.475,102.293,0.623
2213,12/8/2023 11:00,108.376,17.475,102.31,0.62
2214,12/8/2023 11:15,108.342,17.475,102.244,0.623
2215,12/8/2023 11:30,108.308,17.475,102.257,0.618
2216,12/8/2023 11:45,108.291,17.475,102.28,0.614
2217,12/8/2023 12:00,108.274,17.475,102.206,0.62
2218,12/8/2023 12:15,108.253,17.379,102.171,0.621
2219,12/8/2023 12:30,108.236,17.379,102.147,0.622
2220,12/8/2023 12:45,108.205,17.475,102.14,0.619
2221,12/8/2023 13:00,108.219,17.379,102.096,0.625
2222,12/8/2023 13:15,108.219,17.379,102.1,0.625
2223,12/8/2023 13:30,108.202,17.379,102.17,0.616
2224,12/8/2023 13:45,108.202,17.379,102.113,0.622
2225,12/8/2023 14:00,108.188,17.475,102.076,0.624
2226,12/8/2023 14:15,108.185,17.379,102.051,0.626
2227,12/8/2023 14:30,108.185,17.379,102.059,0.626
2228,12/8/2023 14:45,108.185,17.379,102.052,0.626
2229,12/8/2023 15:00,108.185,17.379,102.055,0.626
2230,12/8/2023 15:15,108.185,17.379,102.062,0.625
2231,12/8/2023 15:30,108.185,17.379,102.046,0.627
2232,12/8/2023 15:45,108.202,17.379,102.051,0.628
2233,12/8/2023 16:00,108.185,17.379,102.031,0.628
2234,12/8/2023 16:15,108.185,17.379,101.987,0.633
2235,12/8/2023 16:30,108.168,17.379,101.959,0.634
2236,12/8/2023 16:45,108.185,17.379,101.931,0.639
2237,12/8/2023 17:00,108.185,17.379,101.88,0.644
2238,12/8/2023 17:15,108.219,17.379,101.871,0.648
2239,12/8/2023 17:30,108.236,17.379,101.862,0.651
2240,12/8/2023 17:45,108.236,17.379,101.853,0.652
2241,12/8/2023 18:00,108.236,17.379,101.867,0.65
2242,12/8/2023 18:15,108.27,17.379,101.876,0.653
2243,12/8/2023 18:30,108.27,17.379,101.876,0.653
2244,12/8/2023 18:45,108.253,17.379,101.865,0.652
2245,12/8/2023 19:00,108.27,17.379,101.874,0.653
2246,12/8/2023 19:15,108.322,17.379,101.898,0.656
2247,12/8/2023 19:30,108.322,17.379,101.951,0.651
2248,12/8/2023 19:45,108.322,17.379,101.966,0.649
2249,12/8/2023 20:00,108.339,17.379,102.011,0.646
2250,12/8/2023 20:15,108.322,17.379,101.976,0.648
2251,12/8/2023 20:30,108.322,17.379,101.966,0.649
2252,12/8/2023 20:45,108.339,17.379,101.977,0.65
2253,12/8/2023 21:00,108.356,17.379,101.991,0.65
2254,12/8/2023 21:15,108.356,17.379,102.009,0.648
2255,12/8/2023 21:30,108.356,17.379,102.02,0.647
2256,12/8/2023 21:45,108.373,17.379,102.001,0.651
2257,12/8/2023 22:00,108.356,17.379,101.994,0.65
2258,12/8/2023 22:15,108.407,17.379,102.002,0.654
2259,12/8/2023 22:30,108.39,17.379,101.997,0.653
2260,12/8/2023 22:45,108.39,17.379,102.014,0.651
2261,12/8/2023 23:00,108.373,17.379,101.994,0.651
2262,12/8/2023 23:15,108.407,17.379,102.017,0.653
2263,12/8/2023 23:30,108.39,17.379,102,0.653
2264,12/8/2023 23:45,108.407,17.379,102.003,0.654
2265,12/9/2023 0:00,108.373,17.379,101.999,0.651
2266,12/9/2023 0:15,108.339,17.379,101.966,0.651
2267,12/9/2023 0:30,108.356,17.379,101.966,0.653
2268,12/9/2023 0:45,108.339,17.379,101.978,0.65
2269,12/9/2023 1:00,108.339,17.379,101.962,0.651
2270,12/9/2023 1:15,108.356,17.379,101.958,0.653
2271,12/9/2023 1:30,108.356,17.379,101.936,0.656
2272,12/9/2023 1:45,108.373,17.379,101.947,0.656
2273,12/9/2023 2:00,108.373,17.379,101.925,0.659
2274,12/9/2023 2:15,108.373,17.379,101.913,0.66
2275,12/9/2023 2:30,108.373,17.379,101.903,0.661
2276,12/9/2023 2:45,108.373,17.379,101.882,0.663
2277,12/9/2023 3:00,108.373,17.379,101.861,0.665
2278,12/9/2023 3:15,108.39,17.379,101.843,0.669
2279,12/9/2023 3:30,108.373,17.379,101.879,0.663
2280,12/9/2023 3:45,108.373,17.379,101.868,0.664
2281,12/9/2023 4:00,108.373,17.379,101.883,0.663
2282,12/9/2023 4:15,108.39,17.379,101.875,0.665
2283,12/9/2023 4:30,108.373,17.379,101.885,0.663
2284,12/9/2023 4:45,108.373,17.379,101.907,0.66
2285,12/9/2023 5:00,108.407,17.379,101.964,0.658
2286,12/9/2023 5:15,108.407,17.379,101.975,0.657
2287,12/9/2023 5:30,108.441,17.379,102.003,0.658
2288,12/9/2023 5:45,108.441,17.379,102.002,0.658
2289,12/9/2023 6:00,108.441,17.379,102.002,0.658
2290,12/9/2023 6:15,108.458,17.379,101.984,0.661
2291,12/9/2023 6:30,108.458,17.379,101.992,0.66
2292,12/9/2023 6:45,108.458,17.379,101.979,0.662
2293,12/9/2023 7:00,108.458,17.379,101.961,0.664
2294,12/9/2023 7:15,108.475,17.379,101.983,0.663
2295,12/9/2023 7:30,108.458,17.379,101.99,0.661
2296,12/9/2023 7:45,108.475,17.379,102.021,0.659
2297,12/9/2023 8:00,108.475,17.379,102.041,0.657
2298,12/9/2023 8:15,108.475,17.379,102.08,0.653
2299,12/9/2023 8:30,108.509,17.379,102.2,0.644
2300,12/9/2023 8:45,108.509,17.379,102.239,0.64
2301,12/9/2023 9:00,108.526,17.379,102.352,0.631
2302,12/9/2023 9:15,108.526,17.379,102.44,0.622
2303,12/9/2023 9:30,108.561,17.379,102.49,0.62
2304,12/9/2023 9:45,108.526,17.379,102.497,0.616
2305,12/9/2023 10:00,108.561,17.379,102.534,0.616
2306,12/9/2023 10:15,108.561,17.379,102.53,0.616
2307,12/9/2023 10:30,108.543,17.379,102.507,0.616
2308,12/9/2023 10:45,108.509,17.379,102.491,0.615
2309,12/9/2023 11:00,108.492,17.379,102.502,0.612
2310,12/9/2023 11:15,108.458,17.379,102.482,0.61
2311,12/9/2023 11:30,108.475,17.379,102.477,0.613
2312,12/9/2023 11:45,108.458,17.379,102.484,0.61
2313,12/9/2023 12:00,108.441,17.379,102.457,0.611
2314,12/9/2023 12:15,108.424,17.379,102.446,0.611
2315,12/9/2023 12:30,108.424,17.379,102.411,0.614
2316,12/9/2023 12:45,108.39,17.379,102.383,0.613
2317,12/9/2023 13:00,108.373,17.379,102.365,0.614
2318,12/9/2023 13:15,108.373,17.379,102.369,0.613
2319,12/9/2023 13:30,108.356,17.379,102.35,0.613
2320,12/9/2023 13:45,108.339,17.379,102.353,0.611
2321,12/9/2023 14:00,108.322,17.379,102.375,0.607
2322,12/9/2023 14:15,108.322,17.379,102.338,0.611
2323,12/9/2023 14:30,108.305,17.379,102.321,0.611
2324,12/9/2023 14:45,108.287,17.379,102.3,0.611
2325,12/9/2023 15:00,108.27,17.379,102.28,0.612
2326,12/9/2023 15:15,108.27,17.379,102.226,0.617
2327,12/9/2023 15:30,108.236,17.379,102.175,0.619
2328,12/9/2023 15:45,108.27,17.379,102.19,0.621
2329,12/9/2023 16:00,108.253,17.379,102.253,0.613
2330,12/9/2023 16:15,108.27,17.379,102.209,0.619
2331,12/9/2023 16:30,108.253,17.379,102.155,0.623
2332,12/9/2023 16:45,108.253,17.379,102.136,0.625
2333,12/9/2023 17:00,108.219,17.379,102.097,0.625
2334,12/9/2023 17:15,108.236,17.379,102.094,0.627
2335,12/9/2023 17:30,108.267,17.284,102.101,0.63
2336,12/9/2023 17:45,108.27,17.379,102.129,0.627
2337,12/9/2023 18:00,108.287,17.379,102.128,0.629
2338,12/9/2023 18:15,108.267,17.284,102.129,0.627
2339,12/9/2023 18:30,108.267,17.284,102.143,0.625
2340,12/9/2023 18:45,108.284,17.284,102.135,0.628
2341,12/9/2023 19:00,108.301,17.284,102.171,0.626
2342,12/9/2023 19:15,108.318,17.284,102.165,0.628
2343,12/9/2023 19:30,108.318,17.284,102.155,0.629
2344,12/9/2023 19:45,108.318,17.284,102.153,0.63
2345,12/9/2023 20:00,108.318,17.284,102.137,0.631
2346,12/9/2023 20:15,108.318,17.284,102.159,0.629
2347,12/9/2023 20:30,108.318,17.284,102.155,0.629
2348,12/9/2023 20:45,108.301,17.284,102.135,0.63
2349,12/9/2023 21:00,108.284,17.284,102.122,0.629
2350,12/9/2023 21:15,108.267,17.284,102.094,0.63
2351,12/9/2023 21:30,108.267,17.284,102.063,0.634
2352,12/9/2023 21:45,108.233,17.284,102.081,0.628
2353,12/9/2023 22:00,108.25,17.284,102.068,0.631
2354,12/9/2023 22:15,108.216,17.284,102.044,0.63
2355,12/9/2023 22:30,108.199,17.284,102.018,0.631
2356,12/9/2023 22:45,108.199,17.284,101.998,0.633
2357,12/9/2023 23:00,108.182,17.284,102,0.631
2358,12/9/2023 23:15,108.182,17.284,101.987,0.633
2359,12/9/2023 23:30,108.148,17.284,101.976,0.63
2360,12/9/2023 23:45,108.148,17.284,101.963,0.632
2361,12/10/2023 0:00,108.13,17.284,101.959,0.63
2362,12/10/2023 0:15,108.13,17.284,101.943,0.632
2363,12/10/2023 0:30,108.062,17.284,101.91,0.628
2364,12/10/2023 0:45,108.079,17.284,101.899,0.631
2365,12/10/2023 1:00,108.062,17.284,101.883,0.631
2366,12/10/2023 1:15,108.045,17.284,101.877,0.63
2367,12/10/2023 1:30,108.045,17.284,101.875,0.63
2368,12/10/2023 1:45,108.011,17.284,101.848,0.629
2369,12/10/2023 2:00,107.994,17.284,101.833,0.629
2370,12/10/2023 2:15,107.977,17.284,101.802,0.631
2371,12/10/2023 2:30,107.96,17.284,101.797,0.629
2372,12/10/2023 2:45,107.926,17.284,101.751,0.631
2373,12/10/2023 3:00,107.892,17.284,101.725,0.63
2374,12/10/2023 3:15,107.892,17.284,101.709,0.631
2375,12/10/2023 3:30,107.892,17.284,101.709,0.631
2376,12/10/2023 3:45,107.84,17.284,101.678,0.629
2377,12/10/2023 4:00,107.823,17.284,101.65,0.63
2378,12/10/2023 4:15,107.806,17.284,101.643,0.629
2379,12/10/2023 4:30,107.789,17.284,101.632,0.629
2380,12/10/2023 4:45,107.789,17.284,101.612,0.631
2381,12/10/2023 5:00,107.789,17.284,101.601,0.632
2382,12/10/2023 5:15,107.772,17.284,101.573,0.633
2383,12/10/2023 5:30,107.789,17.284,101.608,0.631
2384,12/10/2023 5:45,107.755,17.284,101.584,0.63
2385,12/10/2023 6:00,107.772,17.284,101.585,0.632
2386,12/10/2023 6:15,107.755,17.284,101.585,0.63
2387,12/10/2023 6:30,107.738,17.284,101.578,0.629
2388,12/10/2023 6:45,107.755,17.284,101.579,0.631
2389,12/10/2023 7:00,107.738,17.284,101.579,0.629
2390,12/10/2023 7:15,107.721,17.284,101.569,0.628
2391,12/10/2023 7:30,107.704,17.284,101.563,0.627
2392,12/10/2023 7:45,107.704,17.284,101.57,0.626
2393,12/10/2023 8:00,107.687,17.284,101.526,0.629
2394,12/10/2023 8:15,107.687,17.284,101.537,0.628
2395,12/10/2023 8:30,107.704,17.284,101.563,0.627
2396,12/10/2023 8:45,107.687,17.284,101.56,0.626
2397,12/10/2023 9:00,107.687,17.284,101.56,0.626
2398,12/10/2023 9:15,107.704,17.284,101.583,0.625
2399,12/10/2023 9:30,107.704,17.284,101.587,0.625
2400,12/10/2023 9:45,107.687,17.284,101.576,0.624
2401,12/10/2023 10:00,107.67,17.284,101.536,0.626
2402,12/10/2023 10:15,107.653,17.284,101.539,0.624
2403,12/10/2023 10:30,107.619,17.284,101.498,0.625
2404,12/10/2023 10:45,107.619,17.284,101.458,0.629
2405,12/10/2023 11:00,107.584,17.284,101.418,0.63
2406,12/10/2023 11:15,107.567,17.284,101.422,0.628
2407,12/10/2023 11:30,107.55,17.284,101.378,0.63
2408,12/10/2023 11:45,107.482,17.284,101.344,0.627
2409,12/10/2023 12:00,107.448,17.284,101.274,0.631
2410,12/10/2023 12:15,107.431,17.284,101.242,0.632
2411,12/10/2023 12:30,107.431,17.284,101.22,0.634
2412,12/10/2023 12:45,107.397,17.284,101.198,0.633
2413,12/10/2023 13:00,107.397,17.284,101.157,0.637
2414,12/10/2023 13:15,107.38,17.284,101.139,0.637
2415,12/10/2023 13:30,107.311,17.284,101.095,0.635
2416,12/10/2023 13:45,107.294,17.284,101.087,0.634
2417,12/10/2023 14:00,107.277,17.284,101.053,0.636
2418,12/10/2023 14:15,107.243,17.284,101.005,0.637
2419,12/10/2023 14:30,107.206,17.189,100.976,0.636
2420,12/10/2023 14:45,107.209,17.284,100.968,0.637
2421,12/10/2023 15:00,107.189,17.189,100.947,0.637
2422,12/10/2023 15:15,107.175,17.284,100.936,0.637
2423,12/10/2023 15:30,107.158,17.284,100.917,0.637
2424,12/10/2023 15:45,107.189,17.189,100.91,0.641
2425,12/10/2023 16:00,107.189,17.189,100.907,0.642
2426,12/10/2023 16:15,107.189,17.189,100.896,0.643
2427,12/10/2023 16:30,107.206,17.189,100.91,0.643
2428,12/10/2023 16:45,107.206,17.189,100.913,0.643
2429,12/10/2023 17:00,107.24,17.189,100.898,0.648
2430,12/10/2023 17:15,107.24,17.189,100.905,0.647
2431,12/10/2023 17:30,107.206,17.189,100.857,0.648
2432,12/10/2023 17:45,107.223,17.189,100.842,0.652
2433,12/10/2023 18:00,107.206,17.189,100.827,0.651
2434,12/10/2023 18:15,107.24,17.189,100.853,0.652
2435,12/10/2023 18:30,107.257,17.189,100.853,0.654
2436,12/10/2023 18:45,107.206,17.189,100.82,0.652
2437,12/10/2023 19:00,107.223,17.189,100.812,0.655
2438,12/10/2023 19:15,107.172,17.189,100.768,0.654
2439,12/10/2023 19:30,107.189,17.189,100.768,0.656
2440,12/10/2023 19:45,107.138,17.189,100.698,0.658
2441,12/10/2023 20:00,107.052,17.189,100.621,0.657
2442,12/10/2023 20:15,106.95,17.189,100.528,0.656
2443,12/10/2023 20:30,106.967,17.189,100.517,0.659
2444,12/10/2023 20:45,106.967,17.189,100.514,0.659
2445,12/10/2023 21:00,106.95,17.189,100.522,0.656
2446,12/10/2023 21:15,106.933,17.189,100.493,0.658
2447,12/10/2023 21:30,106.899,17.189,100.427,0.661
2448,12/10/2023 21:45,106.865,17.189,100.434,0.657
2449,12/10/2023 22:00,106.848,17.189,100.419,0.657
2450,12/10/2023 22:15,106.831,17.189,100.367,0.66
2451,12/10/2023 22:30,106.848,17.189,100.385,0.66
2452,12/10/2023 22:45,106.831,17.189,100.366,0.66
2453,12/10/2023 23:00,106.796,17.189,100.329,0.66
2454,12/10/2023 23:15,106.796,17.189,100.332,0.66
2455,12/10/2023 23:30,106.796,17.189,100.332,0.66
2456,12/10/2023 23:45,106.831,17.189,100.361,0.661
2457,12/11/2023 0:00,106.762,17.189,100.294,0.661
2458,12/11/2023 0:15,106.779,17.189,100.316,0.66
2459,12/11/2023 0:30,106.916,17.189,100.419,0.664
2460,12/11/2023 0:45,107.018,17.189,100.417,0.674
2461,12/11/2023 1:00,106.967,17.189,100.297,0.681
2462,12/11/2023 1:15,107.069,17.189,100.372,0.684
